Bulan,Konsumen,Kode Produk,Nama Produk,Jumlah,Satuan,
MARET 2020,"BUDI MURNI, APTK",LAN004,LANAMOL 500 MG KAPLET 100'S,50,BOX,
MARET 2020,"BUDI MURNI, APTK",NPG054,MELOXICAM 15 MG TABLET 100'S,50,BOX,
MARET 2020,"BUDI MURNI, APTK",NPH020,NOVASTAN SYRUP 60 ML,60,BTL,
MARET 2020,"BUDI MURNI, APTK",RAM001,CALORTUSIN KAPLET 100's,50,BOX,
MARET 2020,"BUNDA, APTK",NPG018,IBUPROFEN 400 MG TABLET 100'S,5,BOX,
MARET 2020,"BUNDA, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,20,BOX,
MARET 2020,"BUNDA, APTK",NPH003,NOVABIOTIC 500 MG KAPLET 100's,2,BOX,
MARET 2020,"BUNDA, APTK",NPH006,NOVAGESIC SYRUP 60 ML,60,BTL,
MARET 2020,"BUNDA, APTK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,10,BOX,
MARET 2020,"BUNDA, APTK",NPH025,NOVACHLOR KAPSUL 100's,2,BOX,
MARET 2020,"BUNDA, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)",50,POT,
MARET 2020,"BUNDA, APTK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,2,BOX,
MARET 2020,"BUNDA, APTK",RAM046,AFOLAT 400 MG TABLET 100S,5,BOX,
MARET 2020,"BUNDA, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),30,POT,
MARET 2020,"BUNDA, APTK",TRMG020,IBUPROFEN 400 MG TABLET 100'S,5,BOX,
MARET 2020,"BUNDA, APTK",YKT003,TRIADENE 20 MG TABLET 100's,5,BOX,
MARET 2020,"BUNDA, APTK",AFI011,RESPROXOL (Ambroxol HCl 15 mg) SYRUP 60 ML,300,BTL,
MARET 2020,"BUNDA, APTK",ERG007,PARACETAMOL 500 MG KAPLET 100'S,300,BOX,
MARET 2020,"BUNDA, APTK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,500,BOX,
MARET 2020,"BUNDA, APTK",ERT001,ETABION KAPSUL 100'S,100,BOX,
MARET 2020,"BUNDA, APTK",ERT004,"ETADEX 0,5 MG KAPLET  200'S",100,BOX,
MARET 2020,"BUNDA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,500,BTL,
MARET 2020,"BUNDA, APTK",ERT023,ETAMOXUL SYRUP 60 ML,250,BTL,
MARET 2020,"BUNDA, APTK",NPG018,IBUPROFEN 400 MG TABLET 100'S,132,BOX,
MARET 2020,"BUNDA, APTK",NPG053,LORATADINE 10 MG TABLET 100'S,136,BOX,
MARET 2020,"BUNDA, APTK",NPH004,NOVACHLOR SYRUP 60 ML,600,BTL,
MARET 2020,"BUNDA, APTK",NPH006,NOVAGESIC SYRUP 60 ML,360,BTL,
MARET 2020,"BUNDA, APTK",NPH015,NOVAFLOX 500 MG KAPLET 100's,100,BOX,
MARET 2020,"BUNDA, APTK",NPH018,NOVATRIM TABLET 100's,132,BOX,
MARET 2020,"BUNDA, APTK",NPH035,ROSIDON 5 MG SUSPENSI 60 ML,180,BTL,
MARET 2020,"BUNDA, APTK",NPH043,ROSIDON 10 MG TABLET 100's,50,BOX,
MARET 2020,"BUNDA, APTK",NPH055,NOVAGESIC KAPLET 100'S (POT),300,POT,
MARET 2020,"BUNDA, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)",341,POT,
MARET 2020,"BUNDA, APTK",NPH089,FERBION(Vitamin dan Mineral)Kapsul 100'S,50,BOX,
MARET 2020,"BUNDA, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,50,BOX,
MARET 2020,"BUNDA, APTK",RAM003,DEXCLOSAN TABLET 100's,50,BOX,
MARET 2020,"BUNDA, APTK",RAM005,ERYRA SYRUP 60 ML,100,BTL,
MARET 2020,"BUNDA, APTK",SMC001,SAMCOBION KAPSUL 100's,50,BOX,
MARET 2020,"BUNDA, APTK",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,100,BOX,
MARET 2020,"BUNDA, APTK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,360,BTL,
MARET 2020,"BUNDA, APTK",YKT011,YATRIZOL FORTE KAPLET 100'S,50,BOX,
MARET 2020,"BUNDA, APTK",YKT015,YEKAPRIM TABLET 100'S,50,BOX,
MARET 2020,"BUNDA, APTK",YKT037,YEKAFLAM (Diklofenac Potasium) 50 MG TABLET 100'S,50,BOX,
MARET 2020,"BUNDA, APTK",YKT039,YETRIZIN (Cetirizine HCl 10 mg) TABLET 100'S,100,BOX,
MARET 2020,"BUNDA, APTK",ZNT038,PRIMAVON SYRUP 60 ML,240,BTL,
MARET 2020,"INTAN FARMA, APT",AFI012,AFIBRAMOL (Paracetamol  60mg) DROPS (Rasa Strawberry) 15 ML,12,BTL,
MARET 2020,"INTAN FARMA, APT",ERG003,CAPTOPRIL 25 MG TABLET 100'S,20,BOX,
MARET 2020,"INTAN FARMA, APT",ERT007,ETADEXTA KAPLET 100'S,20,BOX,
MARET 2020,"INTAN FARMA, APT",IFR059,LOSTACEF 125 MG SYRUP 60 ML,8,BTL,
MARET 2020,"INTAN FARMA, APT",NPG024,PIROXICAM 20 MG TABLET 100's,20,BOX,
MARET 2020,"INTAN FARMA, APT",NPH008,NOVAKAL 500 MG KAPLET 100's,15,BOX,
MARET 2020,"INTAN FARMA, APT",NPH017,ALERGEN KAPLET 200'S,144,BOX,
MARET 2020,"INTAN FARMA, APT",NPH067,CEFFORD FORTE DRY SYRUP 60 ML,60,BTL,
MARET 2020,"INTAN FARMA, APT",NPH089,FERBION(Vitamin dan Mineral)Kapsul 100'S,25,BOX,
MARET 2020,"INTAN FARMA, APT",RAM024,BIOVITAN SYRUP 60 ML,100,BTL,
MARET 2020,"INTAN FARMA, APT",SPD004,MEXON TABLET 100'S,50,BOX,
MARET 2020,"INTAN FARMA, APT",YKT036,"YEKAGRIP (Paracetamol, GG, CTM, Phenylpropanolamin HCl) SYRUP 60 ML",200,BTL,
MARET 2020,"PANE FARMA, APT",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,500,BOX,
MARET 2020,"PANE FARMA, APT",ERT001,ETABION KAPSUL 100'S,200,BOX,
MARET 2020,"PANE FARMA, APT",ERT022,ETAMOXUL KAPLET 100'S,157,BOX,
MARET 2020,"PANE FARMA, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,408,BOX,
MARET 2020,"PANE FARMA, APT",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,544,BOX,
MARET 2020,"PANE FARMA, APT",NPH005,NOVADIAR SYRUP 60 ML,720,BTL,
MARET 2020,"PANE FARMA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,200,BOX,
MARET 2020,"PANE FARMA, APT",NPH025,NOVACHLOR KAPSUL 100's,100,BOX,
MARET 2020,"PANE FARMA, APT",NPH037,VADROL 4 MG TABLET 100'S,136,BOX,
MARET 2020,"PANE FARMA, APT",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,200,BOX,
MARET 2020,"PANE FARMA, APT",RAG002,ANTASIDA SYRUP 60 ML,600,BTL,
MARET 2020,"PANE FARMA, APT",RAM030,ERYRA FORTE TABLET 100's,100,BOX,
MARET 2020,"PANE FARMA, APT",TRM004,TRIMAKAL KAPLET 100'S,100,BOX,
MARET 2020,"PANE FARMA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,200,BOX,
MARET 2020,"PANE FARMA, APT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),500,POT,
MARET 2020,"PANE FARMA, APT",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,300,BOX,
MARET 2020,"CENTRAL, APT",ERT011,ETAFENIN 500 MG KAPLET 100'S,100,BOX,
MARET 2020,"CENTRAL, APT",ERT021,ETAMOX 500 MG KAPLET 100'S,100,BOX,
MARET 2020,"CENTRAL, APT",ERT022,ETAMOXUL KAPLET 100'S,200,BOX,
MARET 2020,"CENTRAL, APT",FMP011,MOMILEN NURSING CREAM 15 GR,10.,UBE,
MARET 2020,"CENTRAL, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,136,BOX,
MARET 2020,"CENTRAL, APT",NPG053,LORATADINE 10 MG TABLET 100'S,50,BOX,
MARET 2020,"CENTRAL, APT",NPH006,NOVAGESIC SYRUP 60 ML,600,BTL,
MARET 2020,"CENTRAL, APT",NPH034,NUVOPEC 15 MG SYRUP 60 ML,600,BTL,
MARET 2020,"CENTRAL, APT",NPH037,VADROL 4 MG TABLET 100'S,100,BOX,
MARET 2020,"CENTRAL, APT",NPH065,CEFFORD FORTE KAPSUL 100'S,107,BOX,
MARET 2020,"CENTRAL, APT",SMC027,SAMTACID SUSPENSI 60 ML,500,BTL,
MARET 2020,"CENTRAL, APT",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","1,000",POT,
MARET 2020,"CENTRAL, APT",TRM026,SEVOS 4 MG TABLET 100'S,100,BOX,
MARET 2020,"CENTRAL, APT",TRMG020,IBUPROFEN 400 MG TABLET 100'S,200,BOX,
MARET 2020,"CENTRAL, APT",YKT014,YEKAPRIM FORTE KAPLET 100'S,50,BOX,
MARET 2020,"CENTRAL, APT",YKT027,CYROX KAPLET 100'S,46,BOX,
MARET 2020,"SINAR BARU, APT",NPH006,NOVAGESIC SYRUP 60 ML,60,BTL,
MARET 2020,"SINAR BARU, APT",NPH008,NOVAKAL 500 MG KAPLET 100's,20,BOX,
MARET 2020,"SINAR BARU, APT",NPH010,NOVAMOX SYRUP 60 ML,120,BTL,
MARET 2020,"SINAR BARU, APT",NPH029,NOVADIUM TABLET 100's,30,BOX,
MARET 2020,"SINAR BARU, APT",NPH068,CEFFORD 125 DS 60 ML,120,BTL,
MARET 2020,"SINAR BARU, APT",NPH069,PARAFEN KAPLET 100's,30,BOX,
MARET 2020,"SINAR BARU, APT",RAM001,CALORTUSIN KAPLET 100's,20,BOX,
MARET 2020,"SINAR BARU, APT",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)",100,POT,
MARET 2020,"SINAR BARU, APT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),100,POT,
MARET 2020,"SINAR BARU, APT",YKT015,YEKAPRIM TABLET 100'S,30,BOX,
#REF!,"PH MEDIKA, APT",AFI020,"SALEP 2-4 (As. salisilat, sulfur praecipitatum) 15 GR POT/10'S",50,POT,
#REF!,"PH MEDIKA, APT",ERT004,"ETADEX 0,5 MG KAPLET  200'S",10,BOX,
#REF!,"PH MEDIKA, APT",ERT007,ETADEXTA KAPLET 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",IFR013,ELTAZON KAPLET 100'S/BLISTER,20,BOX,
#REF!,"PH MEDIKA, APT",IFR016,FARSIFEN 200 MG KAPLET 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",IFR021,FAXIDEN 20 MG KAPLET 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",IFR040,ROVERTON KAPLET 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",IFR048,TRIANTA SYRUP 60 ML,96,BTL,
#REF!,"PH MEDIKA, APT",IFR049,VESPERUM 10 MG TABLET 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",IFR082,YUSIMOX KAPLET 500 MG 100'S,15,BOX,
#REF!,"PH MEDIKA, APT",IFR087,CAZETIN DROPS 10 ML,24,BTL,
#REF!,"PH MEDIKA, APT",MLX012,"BEVALEX CREAM 5 gram (betamethasone valerate,neomycin sulfate)",36.,UBE,
#REF!,"PH MEDIKA, APT",MLX014,"KLORFESON CREAM 10 gram (chloramphenicol,prednisolone)",24.,UBE,
#REF!,"PH MEDIKA, APT",NPH003,NOVABIOTIC 500 MG KAPLET 100's,10,BOX,
#REF!,"PH MEDIKA, APT",NPH005,NOVADIAR SYRUP 60 ML,120,BTL,
#REF!,"PH MEDIKA, APT",NPH006,NOVAGESIC SYRUP 60 ML,120,BTL,
#REF!,"PH MEDIKA, APT",NPH012,NOVATRIM SYRUP 60 ML,120,BTL,
#REF!,"PH MEDIKA, APT",NPH013,NOVAXICAM 20 MG KAPSUL 100's,10,BOX,
#REF!,"PH MEDIKA, APT",NPH016,NOVADRYL SYRUP 60 ML,120,BTL,
#REF!,"PH MEDIKA, APT",NPH017,ALERGEN KAPLET 200'S,20,BOX,
#REF!,"PH MEDIKA, APT",NPH027,"NOVADEX 0,5 MG TABLET 200's",10,BOX,
#REF!,"PH MEDIKA, APT",NPH043,ROSIDON 10 MG TABLET 100's,10,BOX,
#REF!,"PH MEDIKA, APT",NPH088,ZENTRIS (Cetirine HCl 10 mg) TABLET 100's,20,BOX,
#REF!,"PH MEDIKA, APT",RAM035,RANACID FORTE KAPLET 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",RAM052,BROXOLIC 15 MG SYRUP 60 ML,100,BTL,
#REF!,"PH MEDIKA, APT",SMC001,SAMCOBION KAPSUL 100's,10,BOX,
#REF!,"PH MEDIKA, APT",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",SOL010,SOLPENOX (Amoxicillin) 500 MG KAPLET 100'S,15,BOX,
#REF!,"PH MEDIKA, APT",SOL011,KAMOLAS (Paracetamol 500 mg) Kaplet 100's,120,BOX,
#REF!,"PH MEDIKA, APT",SPD007,BROADAPEN 500 MG KAPLET 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",SPD012,MIRASIC SYRUP 60 ML,100,BTL,
#REF!,"PH MEDIKA, APT",TRM026,SEVOS 4 MG TABLET 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",YKT006,PACETIK SYRUP 60 ML,200,BTL,
#REF!,"PH MEDIKA, APT",YKT013,KATITRA 500 MG KAPSUL 100'S,10,BOX,
#REF!,"PH MEDIKA, APT",ZNT033,ZELONA TABLET 100'S,20,BOX,
#REF!,"CENTER, APTK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,296,BOX,
#REF!,"CENTER, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,300,BOX,
#REF!,"CENTER, APTK",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,500,BOX,
#REF!,"CENTER, APTK",NPH009,NOVAMAG TABLET 100's,132,BOX,
#REF!,"CENTER, APTK",NPH015,NOVAFLOX 500 MG KAPLET 100's,300,BOX,
#REF!,"CENTER, APTK",SOL003,SOLDEXTAM KAPLET 200'S,120,BOX,
#REF!,"CENTER, APTK",TRM001,TRIMALGIN 500 MG KAPLET 100'S,330,BOX,
#REF!,"CENTER, APTK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)",500,POT,
#REF!,"CENTER, APTK",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,200,BOX,
#REF!,"CENTER, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,100,BOX,
#REF!,"CENTER, APTK",TRMG006,DOMPERIDONE MALEAT 10 MG TABLET 100'S,200,BOX,
#REF!,"CENTER, APTK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),500,POT,
#REF!,"CENTER, APTK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,100,BOX,
#REF!,"CENTER, APTK",YKT009,YEKAPONS 500 MG KAPLET 100'S,75,BOX,
#REF!,"CITRA SETIA, APTK",IFR093,SELVIM 10 MG KAPLET 50's,5,BOX,
#REF!,"CITRA SETIA, APTK",IFR161,ZEVASK 10 MG KAPLET 100'S,10,BOX,
#REF!,"CITRA SETIA, APTK",NPG018,IBUPROFEN 400 MG TABLET 100'S,132,BOX,
#REF!,"CITRA SETIA, APTK",NPH005,NOVADIAR SYRUP 60 ML,120,BTL,
#REF!,"CITRA SETIA, APTK",NPH012,NOVATRIM SYRUP 60 ML,120,BTL,
#REF!,"CITRA SETIA, APTK",NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),120,BTL,
#REF!,"CITRA SETIA, APTK",NPH034,NUVOPEC 15 MG SYRUP 60 ML,120,BTL,
#REF!,"CITRA SETIA, APTK",NPH035,ROSIDON 5 MG SUSPENSI 60 ML,120,BTL,
#REF!,"CITRA SETIA, APTK",RAM005,ERYRA SYRUP 60 ML,100,BTL,
#REF!,"CITRA SETIA, APTK",RAM011,TERA F KAPLET 100's,50,BOX,
#REF!,"CITRA SETIA, APTK",RAM052,BROXOLIC 15 MG SYRUP 60 ML,100,BTL,
#REF!,"CITRA SETIA, APTK",SOL002,ORPHEN 4 MG KAPLET 200'S,60,BOX,
#REF!,"CITRA SETIA, APTK",YKT022,YEKAPRIM SYRUP 60 ML,200,BTL,
#REF!,"CITRA, APTK",DEF013,DEFAMOL KAPLET 100'S,200,POT,
#REF!,"CITRA, APTK",ERT022,ETAMOXUL KAPLET 100'S,50,BOX,
#REF!,"CITRA, APTK",NPG018,IBUPROFEN 400 MG TABLET 100'S,50,BOX,
#REF!,"CITRA, APTK",NPG033,PAPAVERIN TABLET 100's,20,BOX,
#REF!,"CITRA, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,150,BOX,
#REF!,"CITRA, APTK",NPH006,NOVAGESIC SYRUP 60 ML,300,BTL,
#REF!,"CITRA, APTK",NPH027,"NOVADEX 0,5 MG TABLET 200's",50,BOX,
#REF!,"CITRA, APTK",RAM011,TERA F KAPLET 100's,50,BOX,
#REF!,"CITRA, APTK",RAM030,ERYRA FORTE TABLET 100's,10,BOX,
#REF!,"CITRA, APTK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)",500,POT,
#REF!,"CITRA, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),500,POT,
#REF!,"CITRA, APTK",YKT009,YEKAPONS 500 MG KAPLET 100'S,50,BOX,
#REF!,"PUTRI FARMA 2, APT",ERT007,ETADEXTA KAPLET 100'S,10,BOX,
#REF!,"PUTRI FARMA 2, APT",ERT021,ETAMOX 500 MG KAPLET 100'S,15,BOX,
#REF!,"PUTRI FARMA 2, APT",ERT022,ETAMOXUL KAPLET 100'S,10,BOX,
#REF!,"PUTRI FARMA 2, APT",NPH009,NOVAMAG TABLET 100's,10,BOX,
#REF!,"PUTRI FARMA 2, APT",NPH013,NOVAXICAM 20 MG KAPSUL 100's,10,BOX,
#REF!,"PUTRI FARMA 2, APT",NPH018,NOVATRIM TABLET 100's,10,BOX,
#REF!,"PUTRI FARMA 2, APT",NPH023,NOVAMAG SYRUP 60 ML,60,BTL,
#REF!,"PUTRI FARMA 2, APT",NPH026,NOVAMOX 500 MG KAPLET 100's,15,BOX,
#REF!,"PUTRI FARMA 2, APT",NPH043,ROSIDON 10 MG TABLET 100's,10,BOX,
#REF!,"PUTRI FARMA 2, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,15,BOX,
#REF!,"PUTRI FARMA 2, APT",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),30,POT,
#REF!,"PALOPAT FARMA, APT",ERT001,ETABION KAPSUL 100'S,20,BOX,
#REF!,"PALOPAT FARMA, APT",ERT010,ETAFEN 400 MG TABLET 100'S,30,BOX,
#REF!,"PALOPAT FARMA, APT",IFR087,CAZETIN DROPS 10 ML,24,BTL,
#REF!,"PALOPAT FARMA, APT",IFR153,ZIDALEV 500 MG KAPLET 50's,2,BOX,
#REF!,"PALOPAT FARMA, APT",IFR157,ZEVASK (Amlodipine) 5 MG KAPLET 100'S,5,BOX,
#REF!,"PALOPAT FARMA, APT",IFR161,ZEVASK 10 MG KAPLET 100'S,5,BOX,
#REF!,"PALOPAT FARMA, APT",LAN001,"LANADEXON 0,5 MG KALPET 100'S",20,BOX,
#REF!,"PALOPAT FARMA, APT",NPG008,CIMETIDINE 200 MG TABLET 100's,6,BOX,
#REF!,"PALOPAT FARMA, APT",NPG054,MELOXICAM 15 MG TABLET 100'S,10,BOX,
#REF!,"PALOPAT FARMA, APT",NPH012,NOVATRIM SYRUP 60 ML,60,BTL,
#REF!,"PALOPAT FARMA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,10,BOX,
#REF!,"PALOPAT FARMA, APT",NPH027,"NOVADEX 0,5 MG TABLET 200's",30,BOX,
#REF!,"PALOPAT FARMA, APT",NPH034,NUVOPEC 15 MG SYRUP 60 ML,60,BTL,
#REF!,"PALOPAT FARMA, APT",NPH055,NOVAGESIC KAPLET 100'S (POT),10,POT,
#REF!,"PALOPAT FARMA, APT",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,10,BOX,
#REF!,"PALOPAT FARMA, APT",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,2,BOX,
#REF!,"PALOPAT FARMA, APT",SMC020,SAMROX 20 (Piroxicam 20 mg) KAPSUL 100'S,20,BOX,
#REF!,"PALOPAT FARMA, APT",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,100,BOX,
#REF!,"PALOPAT FARMA, APT",SPD007,BROADAPEN 500 MG KAPLET 100'S,5,BOX,
#REF!,"PALOPAT FARMA, APT",TRM001,TRIMALGIN 500 MG KAPLET 100'S,30,BOX,
#REF!,"PALOPAT FARMA, APT",TRM026,SEVOS 4 MG TABLET 100'S,10,BOX,
#REF!,"PALOPAT FARMA, APT",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),20,POT,
#REF!,"PALOPAT FARMA, APT",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,60,BOX,
#REF!,"PALOPAT FARMA, APT",TRMG003,PREDNISON 5 MG TABLET 100'S,15,BOX,
#REF!,"PALOPAT FARMA, APT",YKT003,TRIADENE 20 MG TABLET 100's,10,BOX,
#REF!,"PALOPAT FARMA, APT",YKT022,YEKAPRIM SYRUP 60 ML,100,BTL,
#REF!,"PALOPAT FARMA, APT",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),10,POT,
MEI 2020,"FAMILY, APOTEK",NPH064,REMACORT KAPLET 100'S,50,POT,
MEI 2020,"FAMILY, APOTEK",RAM005,ERYRA SYRUP 60 ML,24,BTL,
MEI 2020,"FAMILY, APOTEK",RAM052,BROXOLIC 15 MG SYRUP 60 ML,50,BTL,
MEI 2020,"FAMILY, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",15,BOX,
MEI 2020,"FAMILY, APOTEK",ZNT039,COLDREXIN SYRUP 60 ML,48,BTL,
MEI 2020,"TAMBA JAYA, APT",BMF009,"DEXTACO (Dexametason 0.5 mg, Dex-ctm 2 mg) KAPLET 100'S",50,BOX,
MEI 2020,"TAMBA JAYA, APT",ERG007,PARACETAMOL 500 MG KAPLET 100'S,100,BOX,
MEI 2020,"TAMBA JAYA, APT",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,50,BOX,
MEI 2020,"TAMBA JAYA, APT",ERT001,ETABION KAPSUL 100'S,30,BOX,
MEI 2020,"TAMBA JAYA, APT",ERT011,ETAFENIN 500 MG KAPLET 100'S,7,BOX,
MEI 2020,"TAMBA JAYA, APT",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,150,BTL,
MEI 2020,"TAMBA JAYA, APT",ERT022,ETAMOXUL KAPLET 100'S,20,BOX,
MEI 2020,"TAMBA JAYA, APT",IFR013,ELTAZON KAPLET 100'S/BLISTER,50,BOX,
MEI 2020,"TAMBA JAYA, APT",IFR021,FAXIDEN 20 MG KAPLET 100'S,50,BOX,
MEI 2020,"TAMBA JAYA, APT",IFR040,ROVERTON KAPLET 100'S,50,BOX,
MEI 2020,"TAMBA JAYA, APT",IFR049,VESPERUM 10 MG TABLET 100'S,30,BOX,
MEI 2020,"TAMBA JAYA, APT",LAN004,LANAMOL 500 MG KAPLET 100'S,30,BOX,
MEI 2020,"TAMBA JAYA, APT",MLX009,MOLEXFLU PE 10 Catch Cover @1 strip @10 Kaplet,66,BOX,
MEI 2020,"TAMBA JAYA, APT",NPG011,METRONIDAZOLE 500 MG TABLET 100's,50,BOX,
MEI 2020,"TAMBA JAYA, APT",NPG018,IBUPROFEN 400 MG TABLET 100'S,50,BOX,
MEI 2020,"TAMBA JAYA, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,50,BOX,
MEI 2020,"TAMBA JAYA, APT",NPH003,NOVABIOTIC 500 MG KAPLET 100's,30,BOX,
MEI 2020,"TAMBA JAYA, APT",NPH006,NOVAGESIC SYRUP 60 ML,180,BTL,
MEI 2020,"TAMBA JAYA, APT",NPH008,NOVAKAL 500 MG KAPLET 100's,20,BOX,
MEI 2020,"TAMBA JAYA, APT",NPH012,NOVATRIM SYRUP 60 ML,180,BTL,
MEI 2020,"TAMBA JAYA, APT",NPH013,NOVAXICAM 20 MG KAPSUL 100's,50,BOX,
MEI 2020,"TAMBA JAYA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,50,BOX,
MEI 2020,"TAMBA JAYA, APT",NPH020,NOVASTAN SYRUP 60 ML,180,BTL,
MEI 2020,"TAMBA JAYA, APT",NPH023,NOVAMAG SYRUP 60 ML,180,BTL,
MEI 2020,"TAMBA JAYA, APT",NPH027,"NOVADEX 0,5 MG TABLET 200's",50,BOX,
MEI 2020,"TAMBA JAYA, APT",NPH032,NOVAXIFEN 100 MG SYRUP 60 ML (Strawberry),180,BTL,
MEI 2020,"TAMBA JAYA, APT",NPH035,ROSIDON 5 MG SUSPENSI 60 ML,180,BTL,
MEI 2020,"TAMBA JAYA, APT",NPH037,VADROL 4 MG TABLET 100'S,30,BOX,
MEI 2020,"TAMBA JAYA, APT",NPH083,GRICIN 125 MG TABLET 100's,20,BOX,
MEI 2020,"TAMBA JAYA, APT",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,10,BOX,
MEI 2020,"TAMBA JAYA, APT",RAM003,DEXCLOSAN TABLET 100's,50,BOX,
MEI 2020,"TAMBA JAYA, APT",RAM005,ERYRA SYRUP 60 ML,150,BTL,
MEI 2020,"TAMBA JAYA, APT",RAM011,TERA F KAPLET 100's,100,BOX,
MEI 2020,"TAMBA JAYA, APT",SMC018,SAMTACID TABLET 100'S,30,BOX,
MEI 2020,"TAMBA JAYA, APT",TRM004,TRIMAKAL KAPLET 100'S,20,BOX,
MEI 2020,"TAMBA JAYA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,100,BOX,
MEI 2020,"TAMBA JAYA, APT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),50,POT,
MEI 2020,"TAMBA JAYA, APT",YKT001,PACETIK 500 MG KAPLET 100's,30,BOX,
MEI 2020,"TAMBA JAYA, APT",YKT009,YEKAPONS 500 MG KAPLET 100'S,25,BOX,
MEI 2020,"TAMBA JAYA, APT",YKT027,CYROX KAPLET 100'S,50,BOX,
MEI 2020,PT. PRATAMA MANDIRI SAKTI,NPG011,METRONIDAZOLE 500 MG TABLET 100's,50,BOX,
MEI 2020,PT. PRATAMA MANDIRI SAKTI,PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,50,BOX,
MEI 2020,"DHARMA HUSADA, APTK",DEF009,VITAMIN B COMPLEX TABLET 100'S,200,POT,
MEI 2020,"DHARMA HUSADA, APTK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,200,BTL,
MEI 2020,"YASSER, CV. APT",ERG003,CAPTOPRIL 25 MG TABLET 100'S,10,BOX,
MEI 2020,"YASSER, CV. APT",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,60,BOX,
MEI 2020,"YASSER, CV. APT",LAN001,"LANADEXON 0,5 MG KALPET 100'S",10,BOX,
