No,Bulan,Konsumen,Kode Produk,Nama Produk,Stock Ready,Jumlah Barang,Jlh barang,Harga,Jumlah Harga,,,
188,2020-02,"AK JAYA, APOTEK",ERT001,ETABION KAPSUL 100'S,"1,830",200 BOX,200,"21,500","4,300,000",,,
189,2020-02,"AK JAYA, APOTEK",NPG011,METRONIDAZOLE 500 MG TABLET 100's,671,100 BOX,100,"16,500","1,650,000",,,
190,2020-02,"AK JAYA, APOTEK",NPG032,GUAIFENESIN TABLET  100'S,670,136 BOX,136,"7,700","1,047,200",,,
191,2020-02,"AK JAYA, APOTEK",NPG040,AMBROXOL 30 MG TABLET 100'S,"4,206",544 BOX,544,"8,500","4,624,000",,,
192,2020-02,"AK JAYA, APOTEK",NPH004,NOVACHLOR SYRUP 60 ML,"1,617",300 BTL,300,"7,000","2,100,000",,,
193,2020-02,"AK JAYA, APOTEK",NPH012,NOVATRIM SYRUP 60 ML,"2,865",600 BTL,600,"4,100","2,460,000",,,
194,2020-02,"AK JAYA, APOTEK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,"1,244",100 BOX,100,"19,500","1,950,000",,,
195,2020-02,"AK JAYA, APOTEK",NPH015,NOVAFLOX 500 MG KAPLET 100's,"2,254",100 BOX,100,"46,000","4,600,000",,,
196,2020-02,"AK JAYA, APOTEK",NPH029,NOVADIUM TABLET 100's,347,136 BOX,136,"11,000","1,496,000",,,
197,2020-02,"AK JAYA, APOTEK",NPH083,GRICIN 125 MG TABLET 100's,540,136 BOX,136,"32,500","4,420,000",,,
198,2020-02,"AK JAYA, APOTEK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,665,50 BOX,50,"15,000","750,000",,,
199,2020-02,"AK JAYA, APOTEK",RAM005,ERYRA SYRUP 60 ML,784,100 BTL,100,"13,500","1,350,000",,,
200,2020-02,"AK JAYA, APOTEK",RAM011,TERA F KAPLET 100's,765,100 BOX,100,"40,000","4,000,000",,,
201,2020-02,"AK JAYA, APOTEK",SMC019,"SAMCODIN (Dextromethorpan HBr, GG, CTM) TABLET 100'S","3,215","1,000 BOX","1,000","47,000","47,000,000",,,
202,2020-02,"AK JAYA, APOTEK",TRM019,"TRIMABION (Vit B1, B6, B12) TABLET 100'S",358,60 BOX,60,"33,500","2,010,000",,,
203,2020-02,"AK JAYA, APOTEK",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,"1,246",200 BOX,200,"19,500","3,900,000",,,
204,2020-02,"AK JAYA, APOTEK",TRM032,"MEFFU EKSPEKTORAN (Paracetamol, CTM, Phenyephrine HCl, GG) KAPLET 100'S",187,100 BOX,100,"32,500","3,250,000",,,
205,2020-02,"AK JAYA, APOTEK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050","2,000 POT","2,000","5,800","11,600,000",,,
206,2020-02,"BINTANG, APTK",NPH004,NOVACHLOR SYRUP 60 ML,"1,317",120 BTL,120,"7,000","840,000",,,
207,2020-02,"BINTANG, APTK",NPH018,NOVATRIM TABLET 100's,810,100 BOX,100,"23,000","2,300,000",,,
208,2020-02,"BINTANG, APTK",RAG011,ANTASIDA DOEN TABLET 100'S,"3,436",100 BOX,100,"7,800","780,000",,,
209,2020-02,"BINTANG, APTK",RAM003,DEXCLOSAN TABLET 100's,248,50 BOX,50,"14,000","700,000",,,
210,2020-03,"KELAN ANGGINA, APT",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,723,50 BOX,50,"54,750","2,737,500",,,
211,2020-03,"KELAN ANGGINA, APT",NPH006,NOVAGESIC SYRUP 60 ML,"3,888",120 BTL,120,"3,900","468,000",,,
212,2020-03,"KELAN ANGGINA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,"2,154",100 BOX,100,"46,000","4,600,000",,,
213,2020-03,"KELAN ANGGINA, APT",NPH025,NOVACHLOR KAPSUL 100's,480,40 BOX,40,"59,000","2,360,000",,,
214,2020-03,"KELAN ANGGINA, APT",NPH026,NOVAMOX 500 MG KAPLET 100's,188,40 BOX,40,"49,500","1,980,000",,,
215,2020-03,"KELAN ANGGINA, APT",NPH034,NUVOPEC 15 MG SYRUP 60 ML,"2,105",120 BTL,120,"3,800","456,000",,,
216,2020-03,"KELAN ANGGINA, APT",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,615,20 BOX,20,"15,000","300,000",,,
217,2020-03,"KELAN ANGGINA, APT",RAM004,DOLORSTAN FORTE KAPLET 100'S,572,50 BOX,50,"22,500","1,125,000",,,
218,2020-03,"KELAN ANGGINA, APT",RAM024,BIOVITAN SYRUP 60 ML,722,50 BTL,50,"4,000","200,000",,,
219,2020-03,"KELAN ANGGINA, APT",RAM030,ERYRA FORTE TABLET 100's,320,10 BOX,10,"91,000","910,000",,,
220,2020-03,"KELAN ANGGINA, APT",RAM048,DOLORSTAN SUSPENSI 60 ML,378,100 BTL,100,"4,500","450,000",,,
221,2020-03,"KELAN ANGGINA, APT",SMC018,SAMTACID TABLET 100'S,"2,610",130 BOX,130,"20,650","2,684,500",,,
222,2020-03,"KELAN ANGGINA, APT",SMC023,SAMCOFENAC (Diclofenac Sodium) 50 MG TABLET 100'S,247,100 BOX,100,"16,250","1,625,000",,,
223,2020-03,"KELAN ANGGINA, APT",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,595,100 BOX,100,"46,000","4,600,000",,,
224,2020-03,"KELAN ANGGINA, APT",TRM004,TRIMAKAL KAPLET 100'S,300,30 BOX,30,"13,000","390,000",,,
225,2020-03,"KELAN ANGGINA, APT",TRM009,GLENALEN 10 MG TABLET 100'S,187,30 BOX,30,"12,500","375,000",,,
226,2020-03,"KELAN ANGGINA, APT",TRM011,OVTELIS 20 MG TABLET 100'S,"2,843",30 BOX,30,"15,500","465,000",,,
227,2020-03,"KELAN ANGGINA, APT",TRM019,"TRIMABION (Vit B1, B6, B12) TABLET 100'S",298,20 BOX,20,"33,500","670,000",,,
228,2020-03,"KELAN ANGGINA, APT",TRM023,"DEXDE (Dexamethason 0.5mg, dex-ctm 2mg) TABLET 100'S",188,50 BOX,50,"13,500","675,000",,,
229,2020-03,"KELAN ANGGINA, APT",YKT015,YEKAPRIM TABLET 100'S,120,40 BOX,40,"22,750","910,000",,,
230,2020-03,"KELAN ANGGINA, APT",YKT020,KATERGI TABLET 100's,156,20 BOX,20,"28,500","570,000",,,
231,2020-03,"KELAN ANGGINA, APT",YKT022,YEKAPRIM SYRUP 60 ML,700,100 BTL,100,"3,850","385,000",,,
232,2020-03,"KELAN ANGGINA, APT",YKT034,LOPURIC (Allupurinol 100 mg) TABLET 100'S,345,60 BOX,60,"21,000","1,260,000",,,
233,2020-03,"KELAN ANGGINA, APT",YKT036,"YEKAGRIP (Paracetamol, GG, CTM, Phenylpropanolamin HCl) SYRUP 60 ML","2,310",100 BTL,100,"5,600","560,000",,,
234,2020-03,"BUDI MURNI, APTK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"13,290",500 BOX,500,"7,600","3,800.00",,,
235,2020-03,"BUDI MURNI, APTK",ERT004,"ETADEX 0,5 MG KAPLET  200'S",734,50 BOX,50,"18,000","900,000",,,
236,2020-03,"BUDI MURNI, APTK",LAN004,LANAMOL 500 MG KAPLET 100'S,137,50 BOX,50,"24,000","1,200,000",,,
237,2020-03,"BUDI MURNI, APTK",NPG054,MELOXICAM 15 MG TABLET 100'S,328,50 BOX,50,"21,000","1,050,000",,,
238,2020-03,"BUDI MURNI, APTK",NPH020,NOVASTAN SYRUP 60 ML,"1,784",60 BTL,60,"5,300","318,000",,,
239,2020-03,"BUDI MURNI, APTK",RAM001,CALORTUSIN KAPLET 100's,765,50 BOX,50,"41,000","2,050,000",,,
240,2020-03,"BUNDA, APTK",NPG018,IBUPROFEN 400 MG TABLET 100'S,831,5 BOX,5,"19,500","97,000",,,
241,2020-03,"BUNDA, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,"3,662",20 BOX,20,"8,500","170,000",,,
242,2020-03,"BUNDA, APTK",NPH003,NOVABIOTIC 500 MG KAPLET 100's,280,2 BOX,2,"58,000","116,000",,,
243,2020-03,"BUNDA, APTK",NPH006,NOVAGESIC SYRUP 60 ML,"3,768",60 BTL,60,"3,900","234,000",,,
244,2020-03,"BUNDA, APTK",NPH013,NOVAXICAM 20 MG KAPSUL 100's,"1,144",10 BOX,10,"19,500","195,000",,,
245,2020-03,"BUNDA, APTK",NPH025,NOVACHLOR KAPSUL 100's,440,2 BOX,2,"59,000","118,000",,,
246,2020-03,"BUNDA, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)","3,640",50 POT,50,"4,000","200,000",,,
247,2020-03,"BUNDA, APTK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,150,2 BOX,2,"90,000","180,000",,,
248,2020-03,"BUNDA, APTK",RAM046,AFOLAT 400 MG TABLET 100S,853,5 BOX,5,"13,000","65,000",,,
249,2020-03,"BUNDA, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050",30 POT,30,"5,800","174,000",,,
250,2020-03,"BUNDA, APTK",TRMG020,IBUPROFEN 400 MG TABLET 100'S,826,5 BOX,5,"19,500","97,500",,,
251,2020-03,"BUNDA, APTK",YKT003,TRIADENE 20 MG TABLET 100's,196,5 BOX,5,"18,500","92,500",,,
252,2020-03,"BUNDA, APTK",AFI011,RESPROXOL (Ambroxol HCl 15 mg) SYRUP 60 ML,854,300 BTL,300,"3,200","960,000",,,
253,2020-03,"BUNDA, APTK",ERG007,PARACETAMOL 500 MG KAPLET 100'S,"2,514",300 BOX,300,"15,500","4,650,000",,,
254,2020-03,"BUNDA, APTK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"12,790",500 BOX,500,"7,600","3,800,000",,,
255,2020-03,"BUNDA, APTK",ERT001,ETABION KAPSUL 100'S,"1,630",100 BOX,100,"21,500","2,150,000",,,
256,2020-03,"BUNDA, APTK",ERT004,"ETADEX 0,5 MG KAPLET  200'S",684,100 BOX,100,"18,000","1,800,000",,,
257,2020-03,"BUNDA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,"1,795",500 BTL,500,"4,800","2,400,000",,,
258,2020-03,"BUNDA, APTK",ERT023,ETAMOXUL SYRUP 60 ML,"2,225",250 BTL,250,"4,000","1,000,000",,,
259,2020-03,"BUNDA, APTK",NPG018,IBUPROFEN 400 MG TABLET 100'S,821,132 BOX,132,"19,500","2,574,000",,,
260,2020-03,"BUNDA, APTK",NPG053,LORATADINE 10 MG TABLET 100'S,521,136 BOX,136,"13,500","1,836,000",,,
261,2020-03,"BUNDA, APTK",NPH004,NOVACHLOR SYRUP 60 ML,"1,197",600 BTL,600,"7,000","4,200,000",,,
262,2020-03,"BUNDA, APTK",NPH006,NOVAGESIC SYRUP 60 ML,"3,708",360 BTL,360,"3,900","1,404,000",,,
263,2020-03,"BUNDA, APTK",NPH015,NOVAFLOX 500 MG KAPLET 100's,"2,054",100 BOX,100,"46,000","4,600,000",,,
264,2020-03,"BUNDA, APTK",NPH018,NOVATRIM TABLET 100's,710,132 BOX,132,"23,000","3,036,000",,,
265,2020-03,"BUNDA, APTK",NPH035,ROSIDON 5 MG SUSPENSI 60 ML,480,180 BTL,180,"3,900","702,000",,,
266,2020-03,"BUNDA, APTK",NPH043,ROSIDON 10 MG TABLET 100's,787,50 BOX,50,"18,000","900,000",,,
267,2020-03,"BUNDA, APTK",NPH055,NOVAGESIC KAPLET 100'S (POT),574,300 POT,300,"16,500","4,950,000",,,
268,2020-03,"BUNDA, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)","3,590",341 POT,341,"4,000","1,364,000",,,
269,2020-03,"BUNDA, APTK",NPH089,FERBION(Vitamin dan Mineral)Kapsul 100'S,"2,355",50 BOX,50,"18,000","900,000",,,
270,2020-03,"BUNDA, APTK",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,595,50 BOX,50,"15,000","750,000",,,
271,2020-03,"BUNDA, APTK",RAM003,DEXCLOSAN TABLET 100's,198,50 BOX,50,"14,000","700,000",,,
272,2020-03,"BUNDA, APTK",RAM005,ERYRA SYRUP 60 ML,784,100 BTL,100,"13,500","1,350,000",,,
273,2020-03,"BUNDA, APTK",SMC001,SAMCOBION KAPSUL 100's,2174,50 BOX,50,"17,750","887,500",,,
274,2020-03,"BUNDA, APTK",SMC025,SAMMOXIN FORTE KAPLET (Amoxicillin 500 mg) 100'S,495,100 BOX,100,"46,000","4,600,000",,,
275,2020-03,"BUNDA, APTK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,"1,904",360 BTL,360,"4,750","1,710,000",,,
276,2020-03,"BUNDA, APTK",YKT011,YATRIZOL FORTE KAPLET 100'S,428,50 BOX,50,"24,250","1,212,500",,,
277,2020-03,"BUNDA, APTK",YKT015,YEKAPRIM TABLET 100'S,70,50 BOX,50,"22,750","1,137,500",,,
278,2020-03,"BUNDA, APTK",YKT037,YEKAFLAM (Diklofenac Potasium) 50 MG TABLET 100'S,115,50 BOX,50,"17,750","887,500",,,
279,2020-03,"BUNDA, APTK",YKT039,YETRIZIN (Cetirizine HCl 10 mg) TABLET 100'S,100,100 BOX,100,"6,850","685,000",,,
280,2020-03,"BUNDA, APTK",ZNT038,PRIMAVON SYRUP 60 ML,310,240 BTL,240,"6,400","1,536,000",,,
281,2020-03,"INTAN FARMA, APT",AFI012,AFIBRAMOL (Paracetamol  60mg) DROPS (Rasa Strawberry) 15 ML,48,12 BTL,12,"8,150","97,800",,,
282,2020-03,"INTAN FARMA, APT",ERG003,CAPTOPRIL 25 MG TABLET 100'S,"2,025",20 BOX,20,"7,500","150,000",,,
283,2020-03,"INTAN FARMA, APT",ERT007,ETADEXTA KAPLET 100'S,234,20 BOX,20,"12,750","255,000",,,
284,2020-03,"INTAN FARMA, APT",IFR059,LOSTACEF 125 MG SYRUP 60 ML,75,8 BTL,8,"8,500","68,000",,,
285,2020-03,"INTAN FARMA, APT",NPG024,PIROXICAM 20 MG TABLET 100's,914,20 BOX,20,"10,500","210,000",,,
286,2020-03,"INTAN FARMA, APT",NPH008,NOVAKAL 500 MG KAPLET 100's,510,15 BOX,15,"12,500","187,500",,,
287,2020-03,"INTAN FARMA, APT",NPH017,ALERGEN KAPLET 200'S,233,144 BOX,144,"12,500","1,800,000",,,
288,2020-03,"INTAN FARMA, APT",NPH067,CEFFORD FORTE DRY SYRUP 60 ML,180,60 BTL,60,"8,700","522,000",,,
289,2020-03,"INTAN FARMA, APT",NPH089,FERBION(Vitamin dan Mineral)Kapsul 100'S,"2,305",25 BOX,25,"18,000","450,000",,,
290,2020-03,"INTAN FARMA, APT",RAM024,BIOVITAN SYRUP 60 ML,672,100 BTL,100,"4,000","400,000",,,
291,2020-03,"INTAN FARMA, APT",SPD004,MEXON TABLET 100'S,368,50 BOX,50,"20,000","1,000,000",,,
292,2020-03,"INTAN FARMA, APT",YKT036,"YEKAGRIP (Paracetamol, GG, CTM, Phenylpropanolamin HCl) SYRUP 60 ML","2,210",200 BTL,200,"5,600","1,120,000",,,
293,2020-03,"PANE FARMA, APT",ERG020,MEFENAMIC ACID 500 MG KAPLET 100'S,"1,696",500 BOX,500,"20,000","10,000,000",,,
294,2020-03,"PANE FARMA, APT",ERT001,ETABION KAPSUL 100'S,"1,530",200 BOX,200,"21,500","4,300,000",,,
295,2020-03,"PANE FARMA, APT",ERT022,ETAMOXUL KAPLET 100'S,761,157 BOX,157,"22,750","3,571,750",,,
296,2020-03,"PANE FARMA, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,"3,642",408 BOX,408,"8,500","3,468,000",,,
297,2020-03,"PANE FARMA, APT",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,"1,852",544 BOX,544,"7,500","4,080,000",,,
298,2020-03,"PANE FARMA, APT",NPH005,NOVADIAR SYRUP 60 ML,"2,137",720 BTL,720,"4,100","2,952,000",,,
299,2020-03,"PANE FARMA, APT",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,954",200 BOX,200,"46,000","9,200,000",,,
300,2020-03,"PANE FARMA, APT",NPH025,NOVACHLOR KAPSUL 100's,438,100 BOX,100,"59,000","5,900,000",,,
301,2020-03,"PANE FARMA, APT",NPH037,VADROL 4 MG TABLET 100'S,384,136 BOX,136,"31,000","4,216,000",,,
302,2020-03,"PANE FARMA, APT",NPH090,NOVAREN 50 (Diklofenac Sodium) TABLET 100'S,545,200 BOX,200,"15,000","3,000,000",,,
303,2020-03,"PANE FARMA, APT",RAG002,ANTASIDA SYRUP 60 ML,700,600 BTL,600,"2,850","1,710,000",,,
304,2020-03,"PANE FARMA, APT",RAM030,ERYRA FORTE TABLET 100's,320,100 BOX,100,"91,000","9,100,000",,,
305,2020-03,"PANE FARMA, APT",TRM004,TRIMAKAL KAPLET 100'S,270,100 BOX,100,"13,000","1,300,000",,,
306,2020-03,"PANE FARMA, APT",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,"1,046",200 BOX,200,"19,500","3,900,000",,,
307,2020-03,"PANE FARMA, APT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050",500 POT,500,"5,800","2,900,000",,,
308,2020-03,"PANE FARMA, APT",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,"2,214",300 BOX,300,"15,500","4,650,000",,,
309,2020-03,"CENTRAL, APT",ERT011,ETAFENIN 500 MG KAPLET 100'S,210,100 BOX,100,"26,000","2,600,000",,,
310,2020-03,"CENTRAL, APT",ERT021,ETAMOX 500 MG KAPLET 100'S,818,100 BOX,100,"53,750","5,375,000",,,
311,2020-03,"CENTRAL, APT",ERT022,ETAMOXUL KAPLET 100'S,604,200 BOX,200,"22,750","4,550,000",,,
312,2020-03,"CENTRAL, APT",FMP011,MOMILEN NURSING CREAM 15 GR,42,10 TUBE,10 ,"24,650","246,500",,,
313,2020-03,"CENTRAL, APT",NPG040,AMBROXOL 30 MG TABLET 100'S,"3,234",136 BOX,136,"8,500","1,156,000",,,
314,2020-03,"CENTRAL, APT",NPG053,LORATADINE 10 MG TABLET 100'S,385,50 BOX,50,"13,500","675,000",,,
315,2020-03,"CENTRAL, APT",NPH006,NOVAGESIC SYRUP 60 ML,"3,348",600 BTL,600,"3,900","2,340,000",,,
316,2020-03,"CENTRAL, APT",NPH034,NUVOPEC 15 MG SYRUP 60 ML,"1,985",600 BTL,600,"3,800","2,280,000",,,
317,2020-03,"CENTRAL, APT",NPH037,VADROL 4 MG TABLET 100'S,248,100 BOX,100,"31,000","3,100,000",,,
318,2020-03,"CENTRAL, APT",NPH065,CEFFORD FORTE KAPSUL 100'S,110,107 BOX,107,"70,000","7,490,000",,,
319,2020-03,"CENTRAL, APT",SMC027,SAMTACID SUSPENSI 60 ML,863,500 BTL,500,"5,000","2,500,000",,,
320,2020-03,"CENTRAL, APT",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","4,615","1,000 POT","1,000","3,700","3,700,000",,,
321,2020-03,"CENTRAL, APT",TRM026,SEVOS 4 MG TABLET 100'S,875,100 BOX,100,"17,000","1,700,000",,,
322,2020-03,"CENTRAL, APT",TRMG020,IBUPROFEN 400 MG TABLET 100'S,689,200 BOX,200,"19,500","3,900,000",,,
323,2020-03,"CENTRAL, APT",YKT014,YEKAPRIM FORTE KAPLET 100'S,100,50 BOX,50,"41,000","2,050,000",,,
324,2020-03,"CENTRAL, APT",YKT027,CYROX KAPLET 100'S,274,46 BOX,46,"46,500","2,139,000",,,
325,2020-03,"SINAR BARU, APT",NPH006,NOVAGESIC SYRUP 60 ML,"2,748",60 BTL,60,"3,900","234,000",,,
326,2020-03,"SINAR BARU, APT",NPH008,NOVAKAL 500 MG KAPLET 100's,495,20 BOX,20,"12,500","250,000",,,
327,2020-03,"SINAR BARU, APT",NPH010,NOVAMOX SYRUP 60 ML,"5,285",120 BTL,120,"5,600","672,000",,,
328,2020-03,"SINAR BARU, APT",NPH029,NOVADIUM TABLET 100's,211,30 BOX,30,"11,000","330,000",,,
329,2020-03,"SINAR BARU, APT",NPH068,CEFFORD 125 DS 60 ML,360,120 BTL,120,"6,700","804,000",,,
330,2020-03,"SINAR BARU, APT",NPH069,PARAFEN KAPLET 100's,530,30 BOX,30,"22,500","675,000",,,
331,2020-03,"SINAR BARU, APT",RAM001,CALORTUSIN KAPLET 100's,715,20 BOX,20,"41,000","820,000",,,
332,2020-03,"SINAR BARU, APT",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","3,615",100 POT,100,"3,700","370,000",,,
333,2020-03,"SINAR BARU, APT",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050",100 POT,100,"5,800","580,000",,,
334,2020-03,"SINAR BARU, APT",YKT015,YEKAPRIM TABLET 100'S,40,30 BOX,30,"22,750","682,500",,,
335,2020-04,"PH MEDIKA, APT",AFI020,"SALEP 2-4 (As. salisilat, sulfur praecipitatum) 15 GR POT/10'S",315,50 POT,50,"3,350","167,500",,,
336,2020-04,"PH MEDIKA, APT",ERT004,"ETADEX 0,5 MG KAPLET  200'S",584,10 BOX,10,"18,000","180,000",,,
337,2020-04,"PH MEDIKA, APT",ERT007,ETADEXTA KAPLET 100'S,214,10 BOX,10,"12,750","127,500",,,
338,2020-04,"PH MEDIKA, APT",IFR013,ELTAZON KAPLET 100'S/BLISTER,136,20 BOX,20,"15,750","315,000",,,
339,2020-04,"PH MEDIKA, APT",IFR016,FARSIFEN 200 MG KAPLET 100'S,72,10 BOX,10,"22,250","222,500",,,
340,2020-04,"PH MEDIKA, APT",IFR021,FAXIDEN 20 MG KAPLET 100'S,237,10 BOX,10,"19,950","199,500",,,
341,2020-04,"PH MEDIKA, APT",IFR040,ROVERTON KAPLET 100'S,150,10 BOX,10,"15,900","159,000",,,
342,2020-04,"PH MEDIKA, APT",IFR048,TRIANTA SYRUP 60 ML,148,96 BTL,96,"5,450","523,200",,,
343,2020-04,"PH MEDIKA, APT",IFR049,VESPERUM 10 MG TABLET 100'S,92,10 BOX,10,"21,250","212,500",,,
344,2020-04,"PH MEDIKA, APT",IFR082,YUSIMOX KAPLET 500 MG 100'S,95,15 BOX,15,"52,000","780,000",,,
345,2020-04,"PH MEDIKA, APT",IFR087,CAZETIN DROPS 10 ML,168,24 BTL,24,"18,500","444,000",,,
346,2020-04,"PH MEDIKA, APT",MLX012,"BEVALEX CREAM 5 gram (betamethasone valerate,neomycin sulfate)",50,36 TUBE,36 ,"13,200","475,200",,,
347,2020-04,"PH MEDIKA, APT",MLX014,"KLORFESON CREAM 10 gram (chloramphenicol,prednisolone)",154,24 TUBE,24 ,"5,100","122,400",,,
348,2020-04,"PH MEDIKA, APT",NPH003,NOVABIOTIC 500 MG KAPLET 100's,280,10 BOX,10,"58,000","580,000",,,
349,2020-04,"PH MEDIKA, APT",NPH005,NOVADIAR SYRUP 60 ML,"1,417",120 BTL,120,"4,100","492,000",,,
350,2020-04,"PH MEDIKA, APT",NPH006,NOVAGESIC SYRUP 60 ML,"2,688",120 BTL,120,"3,900","468,000",,,
351,2020-04,"PH MEDIKA, APT",NPH012,NOVATRIM SYRUP 60 ML,"2,265",120 BTL,120,"4,100","492,000",,,
352,2020-04,"PH MEDIKA, APT",NPH013,NOVAXICAM 20 MG KAPSUL 100's,"1,134",10 BOX,10,"19,500","195,000",,,
353,2020-04,"PH MEDIKA, APT",NPH016,NOVADRYL SYRUP 60 ML,635,120 BTL,120,"3,600","432,000",,,
354,2020-04,"PH MEDIKA, APT",NPH017,ALERGEN KAPLET 200'S,89,20 BOX,20,"12,500","250,000",,,
355,2020-04,"PH MEDIKA, APT",NPH027,"NOVADEX 0,5 MG TABLET 200's",464,10 BOX,10,"16,500","165,000",,,
356,2020-04,"PH MEDIKA, APT",NPH043,ROSIDON 10 MG TABLET 100's,787,10 BOX,10,"18,000","180,000",,,
357,2020-04,"PH MEDIKA, APT",NPH088,ZENTRIS (Cetirine HCl 10 mg) TABLET 100's,186,20 BOX,20,"9,500","190,000",,,
358,2020-04,"PH MEDIKA, APT",RAM035,RANACID FORTE KAPLET 100'S,127,10 BOX,10,"23,500","235,000",,,
359,2020-04,"PH MEDIKA, APT",RAM052,BROXOLIC 15 MG SYRUP 60 ML,600,100 BTL,100,"3,600","360,000",,,
360,2020-04,"PH MEDIKA, APT",SMC001,SAMCOBION KAPSUL 100's,"2,124",10 BOX,10,"17,750","177,500",,,
361,2020-04,"PH MEDIKA, APT",SMC026,SAMQUINOR (Ciprofloxacin HCl) 500 MG KAPLET 100'S,168,10 BOX,10,"46,000","460,000",,,
362,2020-04,"PH MEDIKA, APT",SOL010,SOLPENOX (Amoxicillin) 500 MG KAPLET 100'S,53,15 BOX,15,"47,500","712,500",,,
363,2020-04,"PH MEDIKA, APT",SOL011,KAMOLAS (Paracetamol 500 mg) Kaplet 100's,258,120 BOX,120,"19,250","2,310,000",,,
364,2020-04,"PH MEDIKA, APT",SPD007,BROADAPEN 500 MG KAPLET 100'S,64,10 BOX,10,"61,500","615,000",,,
365,2020-04,"PH MEDIKA, APT",SPD012,MIRASIC SYRUP 60 ML,284,100 BTL,100,"5,000","500,000",,,
366,2020-04,"PH MEDIKA, APT",TRM026,SEVOS 4 MG TABLET 100'S,775,10 BOX,10,"17,000","170,000",,,
367,2020-04,"PH MEDIKA, APT",YKT006,PACETIK SYRUP 60 ML,500,200 BTL,200,"4,000","800,000",,,
368,2020-04,"PH MEDIKA, APT",YKT013,KATITRA 500 MG KAPSUL 100'S,37,10 BOX,10,"61,500","615,000",,,
369,2020-04,"PH MEDIKA, APT",ZNT033,ZELONA TABLET 100'S,"1,484",20 BOX,20,"21,750","435,000",,,
370,2020-04,"CENTER, APTK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,673,296 BOX,296,"54,750","16,206,000",,,
371,2020-04,"CENTER, APTK",ERT021,ETAMOX 500 MG KAPLET 100'S,718,300 BOX,300,"53,750","16,125,000",,,
372,2020-04,"CENTER, APTK",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,"1,852",500 BOX,500,"7,500","3,750,000",,,
373,2020-04,"CENTER, APTK",NPH009,NOVAMAG TABLET 100's,496,132 BOX,132,"17,500","2,310,000",,,
374,2020-04,"CENTER, APTK",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,754",300 BOX,300,"46,000","13,800,000",,,
375,2020-04,"CENTER, APTK",SOL003,SOLDEXTAM KAPLET 200'S,168,120 BOX,120,"28,050","3,366,000",,,
376,2020-04,"CENTER, APTK",TRM001,TRIMALGIN 500 MG KAPLET 100'S,650,330 BOX,330,"18,500","6,105,000",,,
377,2020-04,"CENTER, APTK",TRM003,"TRIDEXON 0,5 MG KAPLET 100'S (POT)","3,515",500 POT,500,"3,700","1,850,000",,,
378,2020-04,"CENTER, APTK",TRM028,NEMIC 500 MG (Mefenamic Acid) KAPLET 100'S,846,200 BOX,200,"19,500","3,900,000",,,
379,2020-04,"CENTER, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,697,100 BOX,100,"14,500","1,450,000",,,
380,2020-04,"CENTER, APTK",TRMG006,DOMPERIDONE MALEAT 10 MG TABLET 100'S,715,200 BOX,200,"15,000","3,000,000",,,
381,2020-04,"CENTER, APTK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"2,052",500 POT,500,"6,750","3,375,000",,,
382,2020-04,"CENTER, APTK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,"1,914",100 BOX,100,"15,500","1,550,000",,,
383,2020-04,"CENTER, APTK",YKT009,YEKAPONS 500 MG KAPLET 100'S,486,75 BOX,75,"23,250","1,743,750",,,
